province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity
河南,410000,b4be3a4917289c82,Hatchback,2016,3,126,5889
浙江,330000,b4be3a4917289c82,Hatchback,2016,3,423,10163
湖北,420000,b4be3a4917289c82,Hatchback,2016,3,96,3891
湖南,430000,b4be3a4917289c82,Hatchback,2016,3,74,2892
福建,350000,b4be3a4917289c82,Hatchback,2016,3,60,3043
辽宁,210000,b4be3a4917289c82,Hatchback,2016,3,101,2915
重庆,500000,b4be3a4917289c82,Hatchback,2016,3,40,1846
陕西,610000,b4be3a4917289c82,Hatchback,2016,3,72,3368
黑龙江,230000,b4be3a4917289c82,Hatchback,2016,3,71,2195
上海,310000,ef76a85c4b39f693,Sedan,2016,3,625,7527
云南,530000,ef76a85c4b39f693,Sedan,2016,3,215,3520
内蒙古,150000,ef76a85c4b39f693,Sedan,2016,3,133,2749
北京,110000,ef76a85c4b39f693,Sedan,2016,3,713,8718
四川,510000,ef76a85c4b39f693,Sedan,2016,3,598,12356
安徽,340000,ef76a85c4b39f693,Sedan,2016,3,295,5432
山东,370000,ef76a85c4b39f693,Sedan,2016,3,543,11216
山西,140000,ef76a85c4b39f693,Sedan,2016,3,129,3034
广东,440000,ef76a85c4b39f693,Sedan,2016,3,803,16246
广西,450000,ef76a85c4b39f693,Sedan,2016,3,92,2062
江苏,320000,ef76a85c4b39f693,Sedan,2016,3,1330,16765
江西,360000,ef76a85c4b39f693,Sedan,2016,3,177,3453
河北,130000,ef76a85c4b39f693,Sedan,2016,3,446,9154
河南,410000,ef76a85c4b39f693,Sedan,2016,3,359,9539
浙江,330000,ef76a85c4b39f693,Sedan,2016,3,1531,16162
湖北,420000,ef76a85c4b39f693,Sedan,2016,3,290,5314
湖南,430000,ef76a85c4b39f693,Sedan,2016,3,302,4996
福建,350000,ef76a85c4b39f693,Sedan,2016,3,249,4627
辽宁,210000,ef76a85c4b39f693,Sedan,2016,3,359,4593
重庆,500000,ef76a85c4b39f693,Sedan,2016,3,157,2783
陕西,610000,ef76a85c4b39f693,Sedan,2016,3,253,5700
黑龙江,230000,ef76a85c4b39f693,Sedan,2016,3,325,3504
上海,310000,bb9fbec9a2833839,SUV,2016,3,390,3407
云南,530000,bb9fbec9a2833839,SUV,2016,3,173,1652
内蒙古,150000,bb9fbec9a2833839,SUV,2016,3,156,1309
北京,110000,bb9fbec9a2833839,SUV,2016,3,418,3297
四川,510000,bb9fbec9a2833839,SUV,2016,3,385,4805
安徽,340000,bb9fbec9a2833839,SUV,2016,3,230,2296
山东,370000,bb9fbec9a2833839,SUV,2016,3,402,4230
山西,140000,bb9fbec9a2833839,SUV,2016,3,141,1350
广东,440000,bb9fbec9a2833839,SUV,2016,3,616,6622
广西,450000,bb9fbec9a2833839,SUV,2016,3,129,925
江苏,320000,bb9fbec9a2833839,SUV,2016,3,885,6855
江西,360000,bb9fbec9a2833839,SUV,2016,3,172,1535
河北,130000,bb9fbec9a2833839,SUV,2016,3,325,3462
河南,410000,bb9fbec9a2833839,SUV,2016,3,241,3585
浙江,330000,bb9fbec9a2833839,SUV,2016,3,1058,6286
湖北,420000,bb9fbec9a2833839,SUV,2016,3,366,2824
湖南,430000,bb9fbec9a2833839,SUV,2016,3,288,2269
福建,350000,bb9fbec9a2833839,SUV,2016,3,228,2049
辽宁,210000,bb9fbec9a2833839,SUV,2016,3,199,1672
重庆,500000,bb9fbec9a2833839,SUV,2016,3,91,1117
陕西,610000,bb9fbec9a2833839,SUV,2016,3,153,2111
黑龙江,230000,bb9fbec9a2833839,SUV,2016,3,190,1487
上海,310000,da457d15788fe8ee,SUV,2016,3,524,4873
云南,530000,da457d15788fe8ee,SUV,2016,3,285,2880
内蒙古,150000,da457d15788fe8ee,SUV,2016,3,139,1866
北京,110000,da457d15788fe8ee,SUV,2016,3,929,6048
四川,510000,da457d15788fe8ee,SUV,2016,3,657,7995
安徽,340000,da457d15788fe8ee,SUV,2016,3,261,3433
山东,370000,da457d15788fe8ee,SUV,2016,3,514,6774
山西,140000,da457d15788fe8ee,SUV,2016,3,103,1993
广东,440000,da457d15788fe8ee,SUV,2016,3,1013,11520
广西,450000,da457d15788fe8ee,SUV,2016,3,170,1601
江苏,320000,da457d15788fe8ee,SUV,2016,3,1034,9907
江西,360000,da457d15788fe8ee,SUV,2016,3,194,2292
河北,130000,da457d15788fe8ee,SUV,2016,3,365,5288
河南,410000,da457d15788fe8ee,SUV,2016,3,352,6152
浙江,330000,da457d15788fe8ee,SUV,2016,3,1059,8905
湖北,420000,da457d15788fe8ee,SUV,2016,3,406,4239
湖南,430000,da457d15788fe8ee,SUV,2016,3,413,3675
福建,350000,da457d15788fe8ee,SUV,2016,3,232,3214
辽宁,210000,da457d15788fe8ee,SUV,2016,3,362,2926
重庆,500000,da457d15788fe8ee,SUV,2016,3,206,2016
陕西,610000,da457d15788fe8ee,SUV,2016,3,242,3421
黑龙江,230000,da457d15788fe8ee,SUV,2016,3,276,2419
上海,310000,6858d6dfe680bdf7,Sedan,2016,3,722,3582
云南,530000,6858d6dfe680bdf7,Sedan,2016,3,279,1388
内蒙古,150000,6858d6dfe680bdf7,Sedan,2016,3,82,814
北京,110000,6858d6dfe680bdf7,Sedan,2016,3,673,4063
四川,510000,6858d6dfe680bdf7,Sedan,2016,3,561,4947
安徽,340000,6858d6dfe680bdf7,Sedan,2016,3,315,2264
山东,370000,6858d6dfe680bdf7,Sedan,2016,3,484,4133
山西,140000,6858d6dfe680bdf7,Sedan,2016,3,81,884
广东,440000,6858d6dfe680bdf7,Sedan,2016,3,1135,7708
广西,450000,6858d6dfe680bdf7,Sedan,2016,3,151,953
江苏,320000,6858d6dfe680bdf7,Sedan,2016,3,1328,6972
江西,360000,6858d6dfe680bdf7,Sedan,2016,3,178,1217
河北,130000,6858d6dfe680bdf7,Sedan,2016,3,280,3319
河南,410000,6858d6dfe680bdf7,Sedan,2016,3,309,3396
浙江,330000,6858d6dfe680bdf7,Sedan,2016,3,1725,7755
湖北,420000,6858d6dfe680bdf7,Sedan,2016,3,290,2194
湖南,430000,6858d6dfe680bdf7,Sedan,2016,3,345,2171
福建,350000,6858d6dfe680bdf7,Sedan,2016,3,298,2171
辽宁,210000,6858d6dfe680bdf7,Sedan,2016,3,306,1737
重庆,500000,6858d6dfe680bdf7,Sedan,2016,3,246,1217
陕西,610000,6858d6dfe680bdf7,Sedan,2016,3,215,2287
黑龙江,230000,6858d6dfe680bdf7,Sedan,2016,3,108,1039
上海,310000,79de4e4b24c35b04,MPV,2016,3,248,3952
云南,530000,79de4e4b24c35b04,MPV,2016,3,584,2867
内蒙古,150000,79de4e4b24c35b04,MPV,2016,3,151,1064
北京,110000,79de4e4b24c35b04,MPV,2016,3,284,4669
四川,510000,79de4e4b24c35b04,MPV,2016,3,753,6062
安徽,340000,79de4e4b24c35b04,MPV,2016,3,836,2744
山东,370000,79de4e4b24c35b04,MPV,2016,3,1669,8274
山西,140000,79de4e4b24c35b04,MPV,2016,3,351,2826
广东,440000,79de4e4b24c35b04,MPV,2016,3,3366,20480
广西,450000,79de4e4b24c35b04,MPV,2016,3,2406,3850
江苏,320000,79de4e4b24c35b04,MPV,2016,3,1369,8069
江西,360000,79de4e4b24c35b04,MPV,2016,3,516,1843
河北,130000,79de4e4b24c35b04,MPV,2016,3,863,5488
河南,410000,79de4e4b24c35b04,MPV,2016,3,2609,12329
浙江,330000,79de4e4b24c35b04,MPV,2016,3,867,7844
湖北,420000,79de4e4b24c35b04,MPV,2016,3,578,3235
湖南,430000,79de4e4b24c35b04,MPV,2016,3,806,3215
福建,350000,79de4e4b24c35b04,MPV,2016,3,474,2969
辽宁,210000,79de4e4b24c35b04,MPV,2016,3,377,2293
重庆,500000,79de4e4b24c35b04,MPV,2016,3,371,1638
陕西,610000,79de4e4b24c35b04,MPV,2016,3,412,3747
黑龙江,230000,79de4e4b24c35b04,MPV,2016,3,439,2416
上海,310000,12f8b7e14947c34d,Sedan,2016,3,848,2253
云南,530000,12f8b7e14947c34d,Sedan,2016,3,292,674
内蒙古,150000,12f8b7e14947c34d,Sedan,2016,3,446,1023
北京,110000,12f8b7e14947c34d,Sedan,2016,3,346,1752
四川,510000,12f8b7e14947c34d,Sedan,2016,3,746,2284
安徽,340000,12f8b7e14947c34d,Sedan,2016,3,351,1054
山东,370000,12f8b7e14947c34d,Sedan,2016,3,1400,3660
山西,140000,12f8b7e14947c34d,Sedan,2016,3,326,977
广东,440000,12f8b7e14947c34d,Sedan,2016,3,223,2070
广西,450000,12f8b7e14947c34d,Sedan,2016,3,135,352
江苏,320000,12f8b7e14947c34d,Sedan,2016,3,2036,3878
江西,360000,12f8b7e14947c34d,Sedan,2016,3,332,636
河北,130000,12f8b7e14947c34d,Sedan,2016,3,697,2458
河南,410000,12f8b7e14947c34d,Sedan,2016,3,507,2396
浙江,330000,12f8b7e14947c34d,Sedan,2016,3,727,2280
湖北,420000,12f8b7e14947c34d,Sedan,2016,3,248,760
湖南,430000,12f8b7e14947c34d,Sedan,2016,3,375,919
福建,350000,12f8b7e14947c34d,Sedan,2016,3,319,833
辽宁,210000,12f8b7e14947c34d,Sedan,2016,3,162,659
重庆,500000,12f8b7e14947c34d,Sedan,2016,3,142,387
陕西,610000,12f8b7e14947c34d,Sedan,2016,3,777,1818
黑龙江,230000,12f8b7e14947c34d,Sedan,2016,3,262,826
上海,310000,04e66e578f653ab9,Sedan,2016,3,341,1059
云南,530000,04e66e578f653ab9,Sedan,2016,3,57,453
内蒙古,150000,04e66e578f653ab9,Sedan,2016,3,43,509
北京,110000,04e66e578f653ab9,Sedan,2016,3,160,1097
四川,510000,04e66e578f653ab9,Sedan,2016,3,119,1385
安徽,340000,04e66e578f653ab9,Sedan,2016,3,69,853
山东,370000,04e66e578f653ab9,Sedan,2016,3,288,1697
山西,140000,04e66e578f653ab9,Sedan,2016,3,25,513
广东,440000,04e66e578f653ab9,Sedan,2016,3,94,1361
广西,450000,04e66e578f653ab9,Sedan,2016,3,28,221
江苏,320000,04e66e578f653ab9,Sedan,2016,3,319,1859
江西,360000,04e66e578f653ab9,Sedan,2016,3,53,379
河北,130000,04e66e578f653ab9,Sedan,2016,3,125,1446
河南,410000,04e66e578f653ab9,Sedan,2016,3,78,1519
浙江,330000,04e66e578f653ab9,Sedan,2016,3,153,1487
湖北,420000,04e66e578f653ab9,Sedan,2016,3,36,470
湖南,430000,04e66e578f653ab9,Sedan,2016,3,96,479
福建,350000,04e66e578f653ab9,Sedan,2016,3,69,498
辽宁,210000,04e66e578f653ab9,Sedan,2016,3,35,578
重庆,500000,04e66e578f653ab9,Sedan,2016,3,28,310
陕西,610000,04e66e578f653ab9,Sedan,2016,3,125,749
黑龙江,230000,04e66e578f653ab9,Sedan,2016,3,33,528
上海,310000,dff803b4024d261d,Sedan,2016,3,239,301
云南,530000,dff803b4024d261d,Sedan,2016,3,78,115
内蒙古,150000,dff803b4024d261d,Sedan,2016,3,113,74
北京,110000,dff803b4024d261d,Sedan,2016,3,502,419
四川,510000,dff803b4024d261d,Sedan,2016,3,298,658
安徽,340000,dff803b4024d261d,Sedan,2016,3,173,195
山东,370000,dff803b4024d261d,Sedan,2016,3,452,550
山西,140000,dff803b4024d261d,Sedan,2016,3,160,144
广东,440000,dff803b4024d261d,Sedan,2016,3,1134,2572
广西,450000,dff803b4024d261d,Sedan,2016,3,287,375
江苏,320000,dff803b4024d261d,Sedan,2016,3,715,558
江西,360000,dff803b4024d261d,Sedan,2016,3,160,172
河北,130000,dff803b4024d261d,Sedan,2016,3,276,324
河南,410000,dff803b4024d261d,Sedan,2016,3,161,450
浙江,330000,dff803b4024d261d,Sedan,2016,3,571,535
湖北,420000,dff803b4024d261d,Sedan,2016,3,556,535
湖南,430000,dff803b4024d261d,Sedan,2016,3,281,409
福建,350000,dff803b4024d261d,Sedan,2016,3,320,339
辽宁,210000,dff803b4024d261d,Sedan,2016,3,322,221
重庆,500000,dff803b4024d261d,Sedan,2016,3,377,270
陕西,610000,dff803b4024d261d,Sedan,2016,3,99,187
黑龙江,230000,dff803b4024d261d,Sedan,2016,3,124,84
上海,310000,61e73e32ad101892,SUV,2016,3,381,375
云南,530000,61e73e32ad101892,SUV,2016,3,291,200
内蒙古,150000,61e73e32ad101892,SUV,2016,3,345,187
北京,110000,61e73e32ad101892,SUV,2016,3,863,581
四川,510000,61e73e32ad101892,SUV,2016,3,697,914
安徽,340000,61e73e32ad101892,SUV,2016,3,191,192
山东,370000,61e73e32ad101892,SUV,2016,3,560,737
山西,140000,61e73e32ad101892,SUV,2016,3,206,214
广东,440000,61e73e32ad101892,SUV,2016,3,1603,2642
广西,450000,61e73e32ad101892,SUV,2016,3,357,401
江苏,320000,61e73e32ad101892,SUV,2016,3,732,684
江西,360000,61e73e32ad101892,SUV,2016,3,215,253
河北,130000,61e73e32ad101892,SUV,2016,3,512,528
河南,410000,61e73e32ad101892,SUV,2016,3,442,726
浙江,330000,61e73e32ad101892,SUV,2016,3,692,665
湖北,420000,61e73e32ad101892,SUV,2016,3,1019,819
湖南,430000,61e73e32ad101892,SUV,2016,3,451,507
福建,350000,61e73e32ad101892,SUV,2016,3,378,377
辽宁,210000,61e73e32ad101892,SUV,2016,3,785,391
重庆,500000,61e73e32ad101892,SUV,2016,3,482,317
陕西,610000,61e73e32ad101892,SUV,2016,3,415,327
黑龙江,230000,61e73e32ad101892,SUV,2016,3,403,216
上海,310000,a432c483b5beb856,Sedan,2016,3,148,413
云南,530000,a432c483b5beb856,Sedan,2016,3,116,243
内蒙古,150000,a432c483b5beb856,Sedan,2016,3,127,156
北京,110000,a432c483b5beb856,Sedan,2016,3,161,468
四川,510000,a432c483b5beb856,Sedan,2016,3,394,1131
安徽,340000,a432c483b5beb856,Sedan,2016,3,162,317
山东,370000,a432c483b5beb856,Sedan,2016,3,365,1062
山西,140000,a432c483b5beb856,Sedan,2016,3,155,243
广东,440000,a432c483b5beb856,Sedan,2016,3,1001,4597
广西,450000,a432c483b5beb856,Sedan,2016,3,173,533
江苏,320000,a432c483b5beb856,Sedan,2016,3,542,933
江西,360000,a432c483b5beb856,Sedan,2016,3,159,344
河北,130000,a432c483b5beb856,Sedan,2016,3,227,570
河南,410000,a432c483b5beb856,Sedan,2016,3,207,914
浙江,330000,a432c483b5beb856,Sedan,2016,3,580,859
湖北,420000,a432c483b5beb856,Sedan,2016,3,298,767
湖南,430000,a432c483b5beb856,Sedan,2016,3,198,685
福建,350000,a432c483b5beb856,Sedan,2016,3,273,639
辽宁,210000,a432c483b5beb856,Sedan,2016,3,378,413
重庆,500000,a432c483b5beb856,Sedan,2016,3,208,367
陕西,610000,a432c483b5beb856,Sedan,2016,3,107,298
黑龙江,230000,a432c483b5beb856,Sedan,2016,3,139,193
上海,310000,0797526c057dcf5b,Sedan,2016,3,152,692
云南,530000,0797526c057dcf5b,Sedan,2016,3,125,267
内蒙古,150000,0797526c057dcf5b,Sedan,2016,3,151,240
北京,110000,0797526c057dcf5b,Sedan,2016,3,458,988
四川,510000,0797526c057dcf5b,Sedan,2016,3,383,1681
安徽,340000,0797526c057dcf5b,Sedan,2016,3,141,554
山东,370000,0797526c057dcf5b,Sedan,2016,3,1159,1764
山西,140000,0797526c057dcf5b,Sedan,2016,3,388,489
广东,440000,0797526c057dcf5b,Sedan,2016,3,6681,9237
广西,450000,0797526c057dcf5b,Sedan,2016,3,777,1053
江苏,320000,0797526c057dcf5b,Sedan,2016,3,917,1404
江西,360000,0797526c057dcf5b,Sedan,2016,3,301,554
河北,130000,0797526c057dcf5b,Sedan,2016,3,575,1053
河南,410000,0797526c057dcf5b,Sedan,2016,3,966,1634
浙江,330000,0797526c057dcf5b,Sedan,2016,3,670,1302
湖北,420000,0797526c057dcf5b,Sedan,2016,3,464,1182
湖南,430000,0797526c057dcf5b,Sedan,2016,3,1099,1274
福建,350000,0797526c057dcf5b,Sedan,2016,3,743,1080
辽宁,210000,0797526c057dcf5b,Sedan,2016,3,2185,1034
重庆,500000,0797526c057dcf5b,Sedan,2016,3,130,461
陕西,610000,0797526c057dcf5b,Sedan,2016,3,148,452
黑龙江,230000,0797526c057dcf5b,Sedan,2016,3,290,387
上海,310000,936168bd4850913d,SUV,2016,3,267,260
云南,530000,936168bd4850913d,SUV,2016,3,218,165
内蒙古,150000,936168bd4850913d,SUV,2016,3,261,181
北京,110000,936168bd4850913d,SUV,2016,3,385,341
四川,510000,936168bd4850913d,SUV,2016,3,328,411
安徽,340000,936168bd4850913d,SUV,2016,3,248,241
山东,370000,936168bd4850913d,SUV,2016,3,794,502
山西,140000,936168bd4850913d,SUV,2016,3,407,197
广东,440000,936168bd4850913d,SUV,2016,3,2297,1227
广西,450000,936168bd4850913d,SUV,2016,3,277,147
江苏,320000,936168bd4850913d,SUV,2016,3,864,584
江西,360000,936168bd4850913d,SUV,2016,3,259,152
河北,130000,936168bd4850913d,SUV,2016,3,529,380
河南,410000,936168bd4850913d,SUV,2016,3,743,455
浙江,330000,936168bd4850913d,SUV,2016,3,591,526
湖北,420000,936168bd4850913d,SUV,2016,3,1120,400
湖南,430000,936168bd4850913d,SUV,2016,3,605,251
福建,350000,936168bd4850913d,SUV,2016,3,561,272
辽宁,210000,936168bd4850913d,SUV,2016,3,596,288
重庆,500000,936168bd4850913d,SUV,2016,3,151,104
陕西,610000,936168bd4850913d,SUV,2016,3,307,233
黑龙江,230000,936168bd4850913d,SUV,2016,3,643,247
上海,310000,cc21c7e91a3b5a0c,SUV,2016,3,307,1818
云南,530000,cc21c7e91a3b5a0c,SUV,2016,3,287,1101
内蒙古,150000,cc21c7e91a3b5a0c,SUV,2016,3,221,1173
北京,110000,cc21c7e91a3b5a0c,SUV,2016,3,239,2086
四川,510000,cc21c7e91a3b5a0c,SUV,2016,3,495,3137
安徽,340000,cc21c7e91a3b5a0c,SUV,2016,3,362,1760
山东,370000,cc21c7e91a3b5a0c,SUV,2016,3,741,4767
山西,140000,cc21c7e91a3b5a0c,SUV,2016,3,274,1369
广东,440000,cc21c7e91a3b5a0c,SUV,2016,3,2312,7244
广西,450000,cc21c7e91a3b5a0c,SUV,2016,3,296,775
江苏,320000,cc21c7e91a3b5a0c,SUV,2016,3,1174,4216
江西,360000,cc21c7e91a3b5a0c,SUV,2016,3,286,920
河北,130000,cc21c7e91a3b5a0c,SUV,2016,3,466,3006
河南,410000,cc21c7e91a3b5a0c,SUV,2016,3,631,3303
浙江,330000,cc21c7e91a3b5a0c,SUV,2016,3,868,3629
湖北,420000,cc21c7e91a3b5a0c,SUV,2016,3,859,2477
湖南,430000,cc21c7e91a3b5a0c,SUV,2016,3,432,1398
福建,350000,cc21c7e91a3b5a0c,SUV,2016,3,585,1970
辽宁,210000,cc21c7e91a3b5a0c,SUV,2016,3,394,2412
重庆,500000,cc21c7e91a3b5a0c,SUV,2016,3,154,681
陕西,610000,cc21c7e91a3b5a0c,SUV,2016,3,255,1564
黑龙江,230000,cc21c7e91a3b5a0c,SUV,2016,3,410,2361
上海,310000,7aab7fca2470987e,MPV,2016,3,288,434
云南,530000,7aab7fca2470987e,MPV,2016,3,26,163
内蒙古,150000,7aab7fca2470987e,MPV,2016,3,22,229
北京,110000,7aab7fca2470987e,MPV,2016,3,342,608
四川,510000,7aab7fca2470987e,MPV,2016,3,61,506
安徽,340000,7aab7fca2470987e,MPV,2016,3,96,290
山东,370000,7aab7fca2470987e,MPV,2016,3,279,1103
山西,140000,7aab7fca2470987e,MPV,2016,3,101,327
广东,440000,7aab7fca2470987e,MPV,2016,3,938,1672
广西,450000,7aab7fca2470987e,MPV,2016,3,27,150
江苏,320000,7aab7fca2470987e,MPV,2016,3,397,796
江西,360000,7aab7fca2470987e,MPV,2016,3,43,130
河北,130000,7aab7fca2470987e,MPV,2016,3,209,730
河南,410000,7aab7fca2470987e,MPV,2016,3,183,856
浙江,330000,7aab7fca2470987e,MPV,2016,3,351,764
湖北,420000,7aab7fca2470987e,MPV,2016,3,64,229
湖南,430000,7aab7fca2470987e,MPV,2016,3,45,190
福建,350000,7aab7fca2470987e,MPV,2016,3,100,224
辽宁,210000,7aab7fca2470987e,MPV,2016,3,143,598
重庆,500000,7aab7fca2470987e,MPV,2016,3,27,86
陕西,610000,7aab7fca2470987e,MPV,2016,3,29,262
黑龙江,230000,7aab7fca2470987e,MPV,2016,3,94,505
上海,310000,fde95ea242abd896,SUV,2016,3,279,2048
云南,530000,fde95ea242abd896,SUV,2016,3,312,1485
内蒙古,150000,fde95ea242abd896,SUV,2016,3,126,1148
北京,110000,fde95ea242abd896,SUV,2016,3,302,2352
四川,510000,fde95ea242abd896,SUV,2016,3,417,3590
安徽,340000,fde95ea242abd896,SUV,2016,3,336,1969
山东,370000,fde95ea242abd896,SUV,2016,3,546,4085
山西,140000,fde95ea242abd896,SUV,2016,3,255,1530
广东,440000,fde95ea242abd896,SUV,2016,3,3265,11255
广西,450000,fde95ea242abd896,SUV,2016,3,394,1316
江苏,320000,fde95ea242abd896,SUV,2016,3,920,4738
江西,360000,fde95ea242abd896,SUV,2016,3,252,1215
河北,130000,fde95ea242abd896,SUV,2016,3,454,3230
河南,410000,fde95ea242abd896,SUV,2016,3,448,3421
浙江,330000,fde95ea242abd896,SUV,2016,3,939,4783
湖北,420000,fde95ea242abd896,SUV,2016,3,744,2554
湖南,430000,fde95ea242abd896,SUV,2016,3,522,1947
福建,350000,fde95ea242abd896,SUV,2016,3,559,2352
辽宁,210000,fde95ea242abd896,SUV,2016,3,457,2284
重庆,500000,fde95ea242abd896,SUV,2016,3,155,776
陕西,610000,fde95ea242abd896,SUV,2016,3,111,1485
黑龙江,230000,fde95ea242abd896,SUV,2016,3,319,1890
上海,310000,97f15de12cfabbd5,Sedan,2016,3,123,1232
云南,530000,97f15de12cfabbd5,Sedan,2016,3,88,760
内蒙古,150000,97f15de12cfabbd5,Sedan,2016,3,148,924
北京,110000,97f15de12cfabbd5,Sedan,2016,3,489,2156
四川,510000,97f15de12cfabbd5,Sedan,2016,3,296,2206
安徽,340000,97f15de12cfabbd5,Sedan,2016,3,200,1056
山东,370000,97f15de12cfabbd5,Sedan,2016,3,450,2992
山西,140000,97f15de12cfabbd5,Sedan,2016,3,187,1175
广东,440000,97f15de12cfabbd5,Sedan,2016,3,2169,6286
广西,450000,97f15de12cfabbd5,Sedan,2016,3,105,666
江苏,320000,97f15de12cfabbd5,Sedan,2016,3,776,2734
江西,360000,97f15de12cfabbd5,Sedan,2016,3,153,609
河北,130000,97f15de12cfabbd5,Sedan,2016,3,423,2269
河南,410000,97f15de12cfabbd5,Sedan,2016,3,326,2539
浙江,330000,97f15de12cfabbd5,Sedan,2016,3,657,2835
湖北,420000,97f15de12cfabbd5,Sedan,2016,3,597,1508
湖南,430000,97f15de12cfabbd5,Sedan,2016,3,437,1207
福建,350000,97f15de12cfabbd5,Sedan,2016,3,292,1144
辽宁,210000,97f15de12cfabbd5,Sedan,2016,3,556,2489
重庆,500000,97f15de12cfabbd5,Sedan,2016,3,192,440
陕西,610000,97f15de12cfabbd5,Sedan,2016,3,158,1056
黑龙江,230000,97f15de12cfabbd5,Sedan,2016,3,238,1791
上海,310000,f5d69960089c3614,SUV,2016,3,200,1913
云南,530000,f5d69960089c3614,SUV,2016,3,35,935
内蒙古,150000,f5d69960089c3614,SUV,2016,3,65,852
北京,110000,f5d69960089c3614,SUV,2016,3,530,2937
四川,510000,f5d69960089c3614,SUV,2016,3,157,3237
安徽,340000,f5d69960089c3614,SUV,2016,3,65,1261
山东,370000,f5d69960089c3614,SUV,2016,3,152,3388
山西,140000,f5d69960089c3614,SUV,2016,3,35,823
广东,440000,f5d69960089c3614,SUV,2016,3,279,4178
广西,450000,f5d69960089c3614,SUV,2016,3,33,626
江苏,320000,f5d69960089c3614,SUV,2016,3,177,2912
江西,360000,f5d69960089c3614,SUV,2016,3,60,848
河北,130000,f5d69960089c3614,SUV,2016,3,72,2231
河南,410000,f5d69960089c3614,SUV,2016,3,115,2573
浙江,330000,f5d69960089c3614,SUV,2016,3,101,2122
湖北,420000,f5d69960089c3614,SUV,2016,3,95,1412
湖南,430000,f5d69960089c3614,SUV,2016,3,111,1303
福建,350000,f5d69960089c3614,SUV,2016,3,75,1144
辽宁,210000,f5d69960089c3614,SUV,2016,3,96,1107
重庆,500000,f5d69960089c3614,SUV,2016,3,107,1002
陕西,610000,f5d69960089c3614,SUV,2016,3,104,1554
黑龙江,230000,f5d69960089c3614,SUV,2016,3,72,889
上海,310000,5b1c11c3efed5312,SUV,2016,3,137,1528
云南,530000,5b1c11c3efed5312,SUV,2016,3,160,1026
内蒙古,150000,5b1c11c3efed5312,SUV,2016,3,109,1049
北京,110000,5b1c11c3efed5312,SUV,2016,3,168,2410
四川,510000,5b1c11c3efed5312,SUV,2016,3,341,3084
安徽,340000,5b1c11c3efed5312,SUV,2016,3,428,2392
山东,370000,5b1c11c3efed5312,SUV,2016,3,553,3975
山西,140000,5b1c11c3efed5312,SUV,2016,3,172,1515
广东,440000,5b1c11c3efed5312,SUV,2016,3,505,4523
广西,450000,5b1c11c3efed5312,SUV,2016,3,128,633
江苏,320000,5b1c11c3efed5312,SUV,2016,3,835,4070
江西,360000,5b1c11c3efed5312,SUV,2016,3,250,1117
河北,130000,5b1c11c3efed5312,SUV,2016,3,481,3722
河南,410000,5b1c11c3efed5312,SUV,2016,3,612,3912
浙江,330000,5b1c11c3efed5312,SUV,2016,3,741,4319
湖北,420000,5b1c11c3efed5312,SUV,2016,3,249,1465
湖南,430000,5b1c11c3efed5312,SUV,2016,3,262,1465
福建,350000,5b1c11c3efed5312,SUV,2016,3,251,1212
辽宁,210000,5b1c11c3efed5312,SUV,2016,3,164,1451
重庆,500000,5b1c11c3efed5312,SUV,2016,3,103,669
陕西,610000,5b1c11c3efed5312,SUV,2016,3,165,1637
黑龙江,230000,5b1c11c3efed5312,SUV,2016,3,172,1094
上海,310000,17363f08d683d52b,SUV,2016,3,67,2337
云南,530000,17363f08d683d52b,SUV,2016,3,157,1866
内蒙古,150000,17363f08d683d52b,SUV,2016,3,103,1778
北京,110000,17363f08d683d52b,SUV,2016,3,255,4115
四川,510000,17363f08d683d52b,SUV,2016,3,249,5232
安徽,340000,17363f08d683d52b,SUV,2016,3,259,2947
山东,370000,17363f08d683d52b,SUV,2016,3,460,5813
山西,140000,17363f08d683d52b,SUV,2016,3,88,2168
广东,440000,17363f08d683d52b,SUV,2016,3,174,7349
广西,450000,17363f08d683d52b,SUV,2016,3,55,1168
江苏,320000,17363f08d683d52b,SUV,2016,3,501,6129
江西,360000,17363f08d683d52b,SUV,2016,3,206,1616
河北,130000,17363f08d683d52b,SUV,2016,3,326,5203
河南,410000,17363f08d683d52b,SUV,2016,3,344,5489
浙江,330000,17363f08d683d52b,SUV,2016,3,480,6834
湖北,420000,17363f08d683d52b,SUV,2016,3,253,2542
湖南,430000,17363f08d683d52b,SUV,2016,3,271,2469
福建,350000,17363f08d683d52b,SUV,2016,3,110,1991
辽宁,210000,17363f08d683d52b,SUV,2016,3,206,2653
重庆,500000,17363f08d683d52b,SUV,2016,3,118,1344
陕西,610000,17363f08d683d52b,SUV,2016,3,172,2667
黑龙江,230000,17363f08d683d52b,SUV,2016,3,155,1910
上海,310000,06880909932890ca,Sedan,2016,3,140,883
云南,530000,06880909932890ca,Sedan,2016,3,97,421
内蒙古,150000,06880909932890ca,Sedan,2016,3,68,444
北京,110000,06880909932890ca,Sedan,2016,3,494,1640
四川,510000,06880909932890ca,Sedan,2016,3,370,2017
安徽,340000,06880909932890ca,Sedan,2016,3,410,1293
山东,370000,06880909932890ca,Sedan,2016,3,689,2195
山西,140000,06880909932890ca,Sedan,2016,3,124,747
广东,440000,06880909932890ca,Sedan,2016,3,692,2966
